stock_id,profit_possibility_season,avg_profit_season
000001,0.6818181818181818,0.08059090909090909
000002,0.6818181818181818,0.020363636363636365
000004,0.36363636363636365,0.010818181818181833
000005,0.2727272727272727,-0.03759090909090909
000006,0.2727272727272727,0.016727272727272726
000007,0.6363636363636364,-0.001363636363636378
000008,0.13636363636363635,-0.07013636363636364
000009,0.5,0.08804545454545457
000010,0.6363636363636364,0.03209090909090909
000011,0.45454545454545453,0.08459090909090905
000012,0.6363636363636364,0.06454545454545452
000014,0.3181818181818182,-0.01531818181818182
000016,0.42857142857142855,0.0909545454545455
000017,0.3333333333333333,-0.07722727272727271
000019,0.4090909090909091,0.011772727272727258
000020,0.36363636363636365,-0.03631818181818181
000021,0.6363636363636364,0.13681818181818184
000023,0.45454545454545453,0.0365
000025,0.36363636363636365,-0.053000000000000005
000026,0.5454545454545454,0.1539090909090909
000027,0.5454545454545454,0.07513636363636365
000028,0.45454545454545453,0.002227272727272733
000029,0.5,-0.0865
000030,0.6818181818181818,0.06663636363636362
000031,0.36363636363636365,-0.056727272727272716
000032,0.7272727272727273,0.16313636363636366
000034,0.5454545454545454,0.0479090909090909
000035,0.5,-0.0027272727272727236
000036,0.38095238095238093,-0.05590909090909091
000037,0.4090909090909091,-0.0020909090909090825
000038,0.45454545454545453,0.08977272727272731
000039,0.4090909090909091,0.04600000000000002
000040,0.2727272727272727,-0.11145454545454546
000042,0.2727272727272727,-0.02022727272727273
000045,0.5454545454545454,0.03327272727272728
000046,0.22727272727272727,-0.09254545454545454
000048,0.6363636363636364,0.07900000000000001
000049,0.7272727272727273,0.15100000000000002
000050,0.45454545454545453,0.014681818181818183
000055,0.4090909090909091,-0.02654545454545454
000056,0.36363636363636365,-0.04931818181818182
000058,0.4090909090909091,0.05881818181818183
000059,0.5909090909090909,-0.008227272727272734
000060,0.45454545454545453,0.007045454545454548
000061,0.36363636363636365,0.018136363636363624
000062,0.3181818181818182,-0.01640909090909091
000063,0.5,0.017545454545454555
000065,0.3181818181818182,-0.0036363636363636333
000066,0.5909090909090909,0.08359090909090909
000068,0.3181818181818182,-0.045136363636363634
000069,0.5909090909090909,0.04481818181818181
000070,0.13636363636363635,-0.06295454545454544
000078,0.2727272727272727,0.00113636363636364
000088,0.36363636363636365,0.026090909090909095
000089,0.45454545454545453,0.008954545454545458
000090,0.45454545454545453,0.026227272727272714
000096,0.45454545454545453,-0.018545454545454535
000099,0.5,-0.0034090909090909102
000100,0.5909090909090909,0.1540909090909091
000150,0.22727272727272727,-0.06036363636363637
000151,0.36363636363636365,-0.046227272727272735
000153,0.5909090909090909,0.0532727272727273
000155,0.5238095238095238,0.21054545454545454
000156,0.3181818181818182,-0.031636363636363636
000157,0.7272727272727273,0.13809090909090907
000158,0.5,0.03868181818181817
000159,0.22727272727272727,-0.03722727272727273
000166,0.3181818181818182,-0.001045454545454546
000301,0.6190476190476191,0.16063636363636366
000333,0.6818181818181818,0.04945454545454546
000338,0.5909090909090909,0.07622727272727274
000400,0.7272727272727273,0.07031818181818181
000401,0.4090909090909091,-0.0006818181818181733
000402,0.38095238095238093,-0.023954545454545454
000403,0.5454545454545454,0.13522727272727275
000404,0.3181818181818182,0.004636363636363633
000407,0.45454545454545453,0.018999999999999993
000408,0.5454545454545454,0.05399999999999998
000409,0.2727272727272727,-0.028954545454545455
000410,0.3333333333333333,-0.08277272727272725
000411,0.4090909090909091,0.05572727272727271
000413,0.22727272727272727,-0.06713636363636363
000415,0.13636363636363635,-0.07813636363636364
000416,0.4090909090909091,-0.01427272727272728
000417,0.36363636363636365,-0.0037272727272727305
000419,0.5454545454545454,-0.0004090909090909063
000420,0.3181818181818182,0.013681818181818179
000421,0.36363636363636365,0.07895454545454546
000422,0.5,0.032409090909090915
000423,0.4090909090909091,0.002409090909090901
000425,0.6666666666666666,0.07845454545454544
000426,0.5714285714285714,0.06963636363636365
000428,0.4090909090909091,0.025318181818181816
000429,0.4090909090909091,-0.014454545454545453
000430,0.3181818181818182,0.004909090909090907
000488,0.6363636363636364,0.11231818181818182
000498,0.45454545454545453,0.012090909090909097
000501,0.45454545454545453,0.05159090909090908
000502,0.4,-0.028681818181818166
000503,0.2727272727272727,-0.10836363636363638
000504,0.45454545454545453,0.04477272727272725
000505,0.4090909090909091,0.04790909090909091
000506,0.2727272727272727,-0.058181818181818196
000507,0.45454545454545453,-0.01586363636363636
000509,0.36363636363636365,0.043045454545454546
000510,0.36363636363636365,0.00868181818181818
000513,0.6363636363636364,0.04977272727272725
000514,0.2727272727272727,-0.04186363636363637
000516,0.5454545454545454,0.16204545454545458
000517,0.42857142857142855,0.005727272727272733
000518,0.45454545454545453,0.06445454545454543
000519,0.5,0.028409090909090908
000520,0.3181818181818182,0.0029545454545454545
000521,0.36363636363636365,0.05577272727272726
000523,0.3181818181818182,-0.06518181818181819
000524,0.2727272727272727,0.027818181818181832
000525,0.09090909090909091,-0.10327272727272728
000526,0.5909090909090909,0.11672727272727271
000528,0.6818181818181818,0.05149999999999998
000529,0.5454545454545454,0.005181818181818177
000530,0.36363636363636365,0.0005454545454545428
000531,0.4090909090909091,0.05068181818181819
000532,0.45454545454545453,0.00690909090909091
000533,0.6818181818181818,0.0050000000000000044
000534,0.45454545454545453,0.06063636363636362
000536,0.5454545454545454,0.026999999999999982
000537,0.3181818181818182,-0.02527272727272727
000538,0.6363636363636364,0.061272727272727284
000539,0.45454545454545453,-0.005409090909090911
000540,0.3181818181818182,-0.03740909090909092
000541,0.4090909090909091,0.03490909090909089
000543,0.45454545454545453,-0.015681818181818182
000544,0.6363636363636364,0.010818181818181824
000545,0.3181818181818182,-0.012227272727272736
000546,0.3181818181818182,-0.037454545454545456
000547,0.7272727272727273,0.11095454545454547
000548,0.36363636363636365,-0.014954545454545453
000550,0.5,0.025318181818181816
000551,0.45454545454545453,0.04359090909090908
000552,0.47619047619047616,0.01504545454545455
000553,0.45454545454545453,-0.009454545454545455
000554,0.2727272727272727,-0.03490909090909091
000555,0.5454545454545454,0.03831818181818183
000557,0.36363636363636365,0.019227272727272725
000558,0.3181818181818182,-0.020045454545454547
000559,0.36363636363636365,-0.022045454545454545
000560,0.2727272727272727,-0.03395454545454545
000561,0.36363636363636365,-0.008000000000000005
000563,0.2727272727272727,-0.029
000564,0.22727272727272727,0.012409090909090903
000565,0.2857142857142857,0.012090909090909091
000566,0.36363636363636365,0.007000000000000006
000567,0.3181818181818182,0.0014090909090909104
000568,0.6818181818181818,0.1799090909090909
000570,0.5,0.020772727272727262
000571,0.5,0.014272727272727258
000572,0.5909090909090909,0.0786818181818182
000573,0.2857142857142857,-0.022
000576,0.36363636363636365,0.03545454545454547
000581,0.6363636363636364,0.03118181818181818
000582,0.5454545454545454,0.03713636363636364
000584,0.4090909090909091,0.027181818181818175
000585,0.3181818181818182,-0.03909090909090909
000586,0.23809523809523808,-0.06077272727272727
000587,0.38095238095238093,-0.009090909090909113
000589,0.7272727272727273,0.07536363636363631
000590,0.22727272727272727,-0.053090909090909084
000591,0.5909090909090909,0.11331818181818178
000592,0.3181818181818182,-0.030136363636363638
000593,0.2857142857142857,-0.019818181818181818
000595,0.5,-0.019772727272727265
000596,0.5909090909090909,0.13845454545454547
000597,0.2727272727272727,-0.09259090909090908
000598,0.5909090909090909,0.021045454545454544
000599,0.4090909090909091,-0.010909090909090913
000600,0.4090909090909091,-0.023499999999999986
000601,0.5,0.04818181818181817
000603,0.5909090909090909,0.0823181818181818
000605,0.3181818181818182,-0.05068181818181819
000606,0.2727272727272727,-0.07654545454545457
000607,0.3181818181818182,-0.030818181818181814
000608,0.22727272727272727,-0.060136363636363654
000609,0.2727272727272727,-0.03677272727272728
000610,0.4090909090909091,-0.009454545454545453
000611,0.3181818181818182,-0.030999999999999996
000612,0.5,0.10350000000000001
000613,0.42857142857142855,-0.010136363636363627
000615,0.5454545454545454,0.17127272727272722
000616,0.36363636363636365,-0.017272727272727273
000617,0.18181818181818182,-0.06581818181818182
000619,0.4090909090909091,0.007545454545454542
000620,0.45454545454545453,-0.059318181818181805
000622,0.3181818181818182,-0.05627272727272727
000623,0.3181818181818182,-0.008590909090909092
000625,0.6818181818181818,0.1440909090909091
000626,0.5909090909090909,0.10690909090909093
000627,0.2727272727272727,-0.05968181818181817
000628,0.45454545454545453,-0.011318181818181818
000629,0.3181818181818182,-0.046318181818181814
000630,0.5,0.034500000000000024
000631,0.4090909090909091,0.006772727272727271
000632,0.4090909090909091,-0.044681818181818184
000633,0.45454545454545453,0.06668181818181816
000635,0.5,0.002409090909090911
000636,0.6818181818181818,0.17354545454545456
000637,0.2727272727272727,-0.030181818181818185
000638,0.3181818181818182,0.01054545454545455
000639,0.3181818181818182,-0.03331818181818182
000650,0.4090909090909091,-0.0067272727272727345
000651,0.6363636363636364,0.02022727272727273
000652,0.23809523809523808,0.07927272727272726
000655,0.6818181818181818,0.06222727272727273
000656,0.5909090909090909,0.01490909090909091
000657,0.5909090909090909,0.031681818181818186
000659,0.47619047619047616,0.03527272727272726
000661,0.7272727272727273,0.07436363636363638
000662,0.13636363636363635,-0.30786363636363645
000663,0.3181818181818182,-0.034681818181818196
000665,0.22727272727272727,-0.0766818181818182
000666,0.18181818181818182,-0.06272727272727273
000667,0.5454545454545454,-0.019227272727272735
000668,0.2727272727272727,-0.0008636363636363672
000669,0.4090909090909091,-0.08027272727272727
000671,0.3181818181818182,0.0038636363636363608
000672,0.7727272727272727,0.0959090909090909
000673,0.4090909090909091,-0.01600000000000001
000676,0.3181818181818182,-0.007227272727272726
